,id,user_name,tweet_date,tweet_text,punc_text,scores,compound,sentiment,sentiment_bin,vaccine
10,1.33784e+18,Tamer Yazar,12-12-2020 19:29,"while deaths are closing in on the 300,000 mark... millions of people wait #PfizerBioNTech #Vaccine !
-
The first U… https://t.co/uQ3A2f7SVP",while deaths are closing in on the 300000 mark millions of people wait PfizerBioNTech Vaccine The first U,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
11,1.33784e+18,VoiceM,12-12-2020 19:22,@cnnbrk #COVID19 #CovidVaccine #vaccine #Corona   #PfizerBioNTech #bbcnews #NYTimes #BBCNews Best wishes to the US… https://t.co/9xWmfU3LZj,cnnbrk COVID19 CovidVaccine vaccine Corona PfizerBioNTech bbcnews NYTimes BBCNews Best wishes to the US,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,positive,1,['pfizer']
12,1.33782e+18,WION,12-12-2020 17:45,The agency also released new information for health care providers and for patients as the US shipped millions of d… https://t.co/sG6BtD7jD9,The agency also released new information for health care providers and for patients as the US shipped millions of d,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",0.4939,positive,1,[]
13,1.33781e+18,Dr.Krutika Kuppalli,12-12-2020 17:19,For all the women and healthcare providers who have been asking about the safety of the #PfizerBioNTech… https://t.co/ow0Pglkwte,For all the women and healthcare providers who have been asking about the safety of the PfizerBioNTech,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",0.4215,positive,1,['pfizer']
14,1.33781e+18,Opoyi,12-12-2020 17:10,"""Expect 145 sites across all the states to receive vaccine on Monday, another 425 sites on Tuesday,"" said the offic… https://t.co/HiUVYJzOBY",Expect 145 sites across all the states to receive vaccine on Monday another 425 sites on Tuesday said the offic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
15,1.33779e+18,City A.M.,12-12-2020 16:00,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/2FzQSMnhoY",Trump announces vaccine rollout in less than 24 hours The first Americans will be vaccinated against,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
16,1.33779e+18,STOPCOMMONPASS.ORG,12-12-2020 15:59,"UPDATED: #YellowFever &amp; #COVID19 #ImmunityPassports - Part Two

#SARSCoV2 #PfizerBioNtech #Britain #December… https://t.co/qKT7Rst9aW",UPDATED YellowFever amp COVID19 ImmunityPassports Part Two SARSCoV2 PfizerBioNtech Britain December,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
17,1.33778e+18,ILKHA,12-12-2020 15:38,"Coronavirus: Iran reports 8,201 new cases, 221 deaths in the last 24 hours #Iran #coronavirus #PfizerBioNTech… https://t.co/mwDNAdmb7F",Coronavirus Iran reports 8201 new cases 221 deaths in the last 24 hours Iran coronavirus PfizerBioNTech,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
18,1.33778e+18,Braderz73🌹#GTTO 🇪🇺 🇬🇧,12-12-2020 15:27,.@Pfizer will rake in billions from its expensive #CovidVaccine but @AlbertBourla refuses to cut the price for lowe… https://t.co/eC94w3TUl0,Pfizer will rake in billions from its expensive CovidVaccine but AlbertBourla refuses to cut the price for lowe,"{'neg': 0.13, 'neu': 0.784, 'pos': 0.086, 'compound': -0.2263}",-0.2263,negative,-1,['pfizer']
19,1.33778e+18,Alex Vie,12-12-2020 15:10,"The trump administration failed to deliver on vaccine promises, *shocker* #COVIDIOTS #coronavirus #CovidVaccine… https://t.co/hew6eHTUrD",The trump administration failed to deliver on vaccine promises shocker COVIDIOTS coronavirus CovidVaccine,"{'neg': 0.28, 'neu': 0.571, 'pos': 0.149, 'compound': -0.3182}",-0.3182,negative,-1,[]
20,1.33777e+18,Mani,12-12-2020 15:00,How much did the #fda get paid to approve this all of a sudden now? money makes the world go around. #vaccine… https://t.co/GT9qVVNbKj,How much did the fda get paid to approve this all of a sudden now money makes the world go around vaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
21,1.33777e+18,"Richard Dunne, MD",12-12-2020 14:59,Anyone wondering why day after #PfizerBioNTech approval in the UK people were getting vaccinated but all we are tol… https://t.co/tPSyL9CUYE,Anyone wondering why day after PfizerBioNTech approval in the UK people were getting vaccinated but all we are tol,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.2617}",0.2617,positive,1,['pfizer']
22,1.33777e+18,City A.M.,12-12-2020 14:59,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/P9esXr3zpS",Trump announces vaccine rollout in less than 24 hours The first Americans will be vaccinated against,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
23,1.33777e+18,BOOM Live,12-12-2020 14:58,The US Food and Drug Administration (FDA) has granted emergency use authorization to Pfizer-BioNTech's mRNA… https://t.co/dPLokxGtBa,The US Food and Drug Administration FDA has granted emergency use authorization to PfizerBioNTechs mRNA,"{'neg': 0.148, 'neu': 0.739, 'pos': 0.114, 'compound': -0.1531}",-0.1531,negative,-1,['pfizer']
24,1.33777e+18,DOCNOS Official,12-12-2020 14:46,"Presenting you the top Medical News/Advancement of the past week you don't want to miss!

#docnosofficial #covid19… https://t.co/qOd5TPLYvA",Presenting you the top Medical NewsAdvancement of the past week you dont want to miss docnosofficial covid19,"{'neg': 0.066, 'neu': 0.758, 'pos': 0.176, 'compound': 0.2551}",0.2551,positive,1,[]
25,1.33777e+18,Devan Surendran,12-12-2020 14:43,"No.1 of 2 done.

#ThankYouNHS @NHSuk @MHRAgovuk and #PfizerBioNTech @pfizer for making the #CovidVaccine dream poss… https://t.co/3KvJ7UP432",No1 of 2 done ThankYouNHS NHSuk MHRAgovuk and PfizerBioNTech pfizer for making the CovidVaccine dream poss,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.25}",0.25,positive,1,['pfizer']
26,1.33777e+18,Tamer Yazar,12-12-2020 14:42,"Wear a mask, wash your hands, and remain socially distant when possible. #stayhome #StayAtHome #StayAtHomeSaveLives… https://t.co/Jrlrg6bm0w",Wear a mask wash your hands and remain socially distant when possible stayhome StayAtHome StayAtHomeSaveLives,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
27,1.33777e+18,Michael Finn,12-12-2020 14:41,"⁦@AvgerinosMoscow⁩ #PfizerBioNTech #FDA approval Apprentice Style!
⁦@realDonaldTrump⁩: “Approve the #vaccine or you… https://t.co/f64cOP5DV6",AvgerinosMoscow PfizerBioNTech FDA approval Apprentice Style realDonaldTrump Approve the vaccine or you,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",0.4767,positive,1,['pfizer']
28,1.33777e+18,Emiliano Pacelli,12-12-2020 14:26,"Interesting and very detailed article showing up how a well tested #supplychain, with #sharedvisibility will help d… https://t.co/yt3vn67mVg",Interesting and very detailed article showing up how a well tested supplychain with sharedvisibility will help d,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.7579}",0.7579,positive,1,[]
29,1.33776e+18,🦑Dr. Kraken-Elect Lipstick 💋,12-12-2020 14:11,💉 #Vaccine #TrumpVaccine #AstraZeneca #PfizerBioNTech #Pfizervaccine #PfizerCovidVaccine  #Pfizer's COVID-19 belong… https://t.co/ldxQhN6uix,Vaccine TrumpVaccine AstraZeneca PfizerBioNTech Pfizervaccine PfizerCovidVaccine Pfizers COVID19 belong,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,"['pfizer', 'astrazeneca']"
30,1.33776e+18,Andy Thomas,12-12-2020 14:04,"@ZubyMusic 6 deaths so far. 
It's only death, nothing to worry about then 🤔
#CovidVaccines
#Pfizervaccine… https://t.co/HkGTDM5J3f",ZubyMusic 6 deaths so far Its only death nothing to worry about then CovidVaccines Pfizervaccine,"{'neg': 0.213, 'neu': 0.656, 'pos': 0.131, 'compound': -0.3599}",-0.3599,negative,-1,['pfizer']
31,1.33776e+18,Isabel Winnwa,12-12-2020 13:56,@sbnumb3 @nytimes Please don’t spread fake news! There is no evidence that these cases are linked to the… https://t.co/bMcAhIPR5g,sbnumb3 nytimes Please dont spread fake news There is no evidence that these cases are linked to the,"{'neg': 0.1, 'neu': 0.68, 'pos': 0.22, 'compound': 0.3927}",0.3927,positive,1,[]
32,1.33774e+18,Contagion,12-12-2020 13:00,"#ICYMI The #FDA Authorized the #PfizerBioNTech #COVID19 #Vaccine for the United States last night

https://t.co/CtYGB3fNnE",ICYMI The FDA Authorized the PfizerBioNTech COVID19 Vaccine for the United States last night,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.4215,positive,1,['pfizer']
33,1.33774e+18,Rob of the Green,12-12-2020 12:54,All respect to due process but why not give approval now instead of the 29th of December. Surely multiple other cou… https://t.co/Xv0SRv1Ukw,All respect to due process but why not give approval now instead of the 29th of December Surely multiple other cou,"{'neg': 0.122, 'neu': 0.661, 'pos': 0.217, 'compound': 0.3755}",0.3755,positive,1,[]
34,1.33774e+18,Rajat Kotra,12-12-2020 12:54,Vaccine!! Anyone?? #covid #Pfizervaccine #PfizerBioNTech https://t.co/b9ZKwnlIkX,Vaccine Anyone covid Pfizervaccine PfizerBioNTech,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
35,1.33774e+18,Shahjhan Malik | #WearAMask,12-12-2020 12:42,"An immigrant Muslim couple find the COVID-19 Vaccine. 

#CovidVaccine #PfizerBioNTech #Pfizervaccine #PfizerProud",An immigrant Muslim couple find the COVID19 Vaccine CovidVaccine PfizerBioNTech Pfizervaccine PfizerProud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
36,1.33774e+18,John Berry,12-12-2020 12:26,"The #FDA finally issues #EUA now comes the problem transporting this #PfizerBioNTech vaccine, needs to be kept at -… https://t.co/NvaGyoo2yD",The FDA finally issues EUA now comes the problem transporting this PfizerBioNTech vaccine needs to be kept at,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative,-1,['pfizer']
37,1.33773e+18,Farooq Anees,12-12-2020 12:20,"Ladies and Gentlemen, now we have #CovidVaccine experts in each and every household of #Pakistan #PfizerBioNTech #oxfordvaccine 🤦‍♂️",Ladies and Gentlemen now we have CovidVaccine experts in each and every household of Pakistan PfizerBioNTech oxfordvaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
38,1.33773e+18,KHuntson,12-12-2020 12:19,"FACT SHEET FOR HEALTHCARE PROVIDERS ADMINISTERING VACCINE

#PfizerBioNTech 
#CovidVaccine 

https://t.co/xRaOiACZSD",FACT SHEET FOR HEALTHCARE PROVIDERS ADMINISTERING VACCINE PfizerBioNTech CovidVaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
39,1.33773e+18,"Party politics isn't working for anyone, anywhere",12-12-2020 12:19,@mirekR9 @sputnikvaccine @AstraZeneca check out table 23 of this and other tables too because it took the penny a w… https://t.co/5r6ibs8Jm8,mirekR9 sputnikvaccine AstraZeneca check out table 23 of this and other tables too because it took the penny a w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,"['astrazeneca', 'sputnik']"
40,1.33773e+18,"Party politics isn't working for anyone, anywhere",12-12-2020 12:16,"@mirekR9 @sputnikvaccine @AstraZeneca it's the only one which doesn't have any side effects 

the #PfizerBioNTech a… https://t.co/IWELAATAmd",mirekR9 sputnikvaccine AstraZeneca its the only one which doesnt have any side effects the PfizerBioNTech a,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,"['pfizer', 'astrazeneca', 'sputnik']"
41,1.33773e+18,KHuntson,12-12-2020 12:16,"FACT SHEET FOR RECIPIENTS AND CAREGIVERS

#PfizerBioNTech 
#CovidVaccine 

https://t.co/V0mn08VTwj",FACT SHEET FOR RECIPIENTS AND CAREGIVERS PfizerBioNTech CovidVaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
42,1.33773e+18,mystic,12-12-2020 12:12,#CovidVaccine #Pfizer-BioNTech COVID-19 #PfizerBioNTech #COVID19 #CapeTown https://t.co/uCpwv0S4nl,CovidVaccine PfizerBioNTech COVID19 PfizerBioNTech COVID19 CapeTown,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
43,1.33773e+18,City A.M.,12-12-2020 11:59,"Trump announces #vaccine rollout 'in less than 24 hours'

The first Americans will be vaccinated against… https://t.co/6379SZjNQi",Trump announces vaccine rollout in less than 24 hours The first Americans will be vaccinated against,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
44,1.33773e+18,Daily News Egypt,12-12-2020 11:55,"#FDA authorizes #PfizerBioNTech #coronavirus vaccine for emergency use
https://t.co/VZ6bDPbbPG",FDA authorizes PfizerBioNTech coronavirus vaccine for emergency use,"{'neg': 0.271, 'neu': 0.729, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative,-1,['pfizer']
45,1.34057e+18,IP_Man,20-12-2020 08:15,"When The #CovidVaccine 
Poisons Enough Of The LEFT With ""Side Effects"" Like #BellsPalsy Or ☠️ As They Are Flocking… https://t.co/mGNvf2XT8i",When The CovidVaccine Poisons Enough Of The LEFT With Side Effects Like BellsPalsy Or As They Are Flocking,"{'neg': 0.167, 'neu': 0.721, 'pos': 0.113, 'compound': -0.296}",-0.296,negative,-1,[]
46,1.3403e+18,tango,19-12-2020 14:31,@realDonaldTrump Dairy dose of dumbsville by #DonTheCon #GrifterInChief #TrumpForPrison #TrumpCrimeFamily #COVID… https://t.co/gyiCvTuMOP,realDonaldTrump Dairy dose of dumbsville by DonTheCon GrifterInChief TrumpForPrison TrumpCrimeFamily COVID,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
47,1.34013e+18,Vishwas Gaitonde,19-12-2020 03:00,The US #FDA has approved two #coronavirus vaccines: #PfizerBioNTech &amp; #Moderna. Over 200 #vaccines are being develo… https://t.co/6lboJqT9mn,The US FDA has approved two coronavirus vaccines PfizerBioNTech amp Moderna Over 200 vaccines are being develo,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",0.4215,positive,1,"['pfizer', 'moderna']"
48,1.33989e+18,Euranet Plus,18-12-2020 11:11,"As @EMA_News gets set to approve #PfizerBioNTech #vaccine, roll-out preparations pick up pace across #EU. Meanwhile… https://t.co/uWiv1SypWg",As EMA_News gets set to approve PfizerBioNTech vaccine rollout preparations pick up pace across EU Meanwhile,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
49,1.33982e+18,IP_Man,18-12-2020 06:38,"COVID-19: News and updates
public questioned whether he actually received the shot.
Video footage appeared to show… https://t.co/lBc2PJ2b9l",COVID19 News and updates public questioned whether he actually received the shot Video footage appeared to show,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.1027}",-0.1027,negative,-1,[]
50,1.33923e+18,Love Truth Faith ❤️,16-12-2020 15:15,Tragedy. Another life taken by corporate greed and the evil pharmaceutical companies. #vaccination #vaccine… https://t.co/1YcShyQpR6,Tragedy Another life taken by corporate greed and the evil pharmaceutical companies vaccination vaccine,"{'neg': 0.511, 'neu': 0.489, 'pos': 0.0, 'compound': -0.91}",-0.91,negative,-1,[]
51,1.33863e+18,Dr. Taha Khan,14-12-2020 23:48,"I’ve never been so excited to get a vaccine 💉💉💉

#CovidVaccine #PfizerBioNTech #VaccinesSaveLives #VaccinesWork https://t.co/tCylgwmUO3",Ive never been so excited to get a vaccine CovidVaccine PfizerBioNTech VaccinesSaveLives VaccinesWork,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.4795}",0.4795,positive,1,['pfizer']
52,1.33862e+18,KaileyBen-Sassi,14-12-2020 23:14,Building on last week’s ‘trial’ run and extending our vaccination 💉 programme this week . So much effort going on b… https://t.co/Wsaup80aFs,Building on last weeks trial run and extending our vaccination programme this week So much effort going on b,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
53,1.33862e+18,theDove,14-12-2020 23:13,"The first COVID-19 vaccine doses have arrived in Oregon.  

Watch #MorningsontheDove from 6am -9am tomorrow for det… https://t.co/eNy64xR7KX",The first COVID19 vaccine doses have arrived in Oregon Watch MorningsontheDove from 6am 9am tomorrow for det,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
54,1.33862e+18,Iran International English,14-12-2020 23:00,#Iran has told the World Health Organization it does not intend to import the #PfizerBioNTech Covid-19 #vaccine bec… https://t.co/sJM874Mkc7,Iran has told the World Health Organization it does not intend to import the PfizerBioNTech Covid19 vaccine bec,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
55,1.33862e+18,"Nicole Van Groningen, MD",14-12-2020 22:55,Concerned about the side effects of the #PfizerBioNTech #COVID19 vaccine?  Check out my recap 👇🏼 https://t.co/P6yfRwS3Fq,Concerned about the side effects of the PfizerBioNTech COVID19 vaccine Check out my recap,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
56,1.33862e+18,Karthik Raja,14-12-2020 22:41,"Such a great feeling. A big thank you to all the healthcare professionals; scientists, nurses, doctors, caregivers.… https://t.co/tR4DUVl5Ud",Such a great feeling A big thank you to all the healthcare professionals scientists nurses doctors caregivers,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.7964}",0.7964,positive,1,[]
57,1.33861e+18,Kris LaGrange,14-12-2020 22:32,"Members of the @teamsters delivered the first #COVID19Vaccine this morning
#teamsters
#UPS
#COVID19 
#Pfizer… https://t.co/Ms3N1s9OES",Members of the teamsters delivered the first COVID19Vaccine this morning teamsters UPS COVID19 Pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
58,1.33861e+18,"Katharine Liang, MD, PhD",14-12-2020 22:25,Getting my first dose of the #PfizerBioNTech #CovidVaccine next weekend and seeing this #UNBOXING just made it so r… https://t.co/Y6Bqj5KRFR,Getting my first dose of the PfizerBioNTech CovidVaccine next weekend and seeing this UNBOXING just made it so r,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
59,1.33861e+18,Roger Simmons,14-12-2020 22:11,Will you be taking the COVID-19 vaccine once available to you? #COVID19 #Pfizer #BioNTech #vaccine #PfizerBioNTech… https://t.co/bl7IiCeCCU,Will you be taking the COVID19 vaccine once available to you COVID19 Pfizer BioNTech vaccine PfizerBioNTech,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
60,1.3386e+18,Joanbeam3000,14-12-2020 21:41,"@FarAndWide @erinotoole @MichelleRempel That Rempel-Trudeau exchange had to be seen to be believed. (I saw it, too)… https://t.co/6FAgcNZ1bL",FarAndWide erinotoole MichelleRempel That RempelTrudeau exchange had to be seen to be believed I saw it too,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
61,1.3386e+18,H24,14-12-2020 21:33,#PfizerBioNTech New York state administered its first non-trial vaccine this morning to a health care worker. The P… https://t.co/FBY1lqLIM8,PfizerBioNTech New York state administered its first nontrial vaccine this morning to a health care worker The P,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4939,positive,1,['pfizer']
62,1.3386e+18,Trudeau Kabuki 🎭 🐵 🤡 ☻,14-12-2020 21:28,"@CPHO_Canada #PfizerBioNTech = Female Sterilization 💥💥💥

#Pfizer =Untested No Liabilities 

#CrimesAgainstHumanity https://t.co/4TIvt3JEVn",CPHO_Canada PfizerBioNTech Female Sterilization Pfizer Untested No Liabilities CrimesAgainstHumanity,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.4588}",-0.4588,negative,-1,['pfizer']
63,1.3386e+18,Trudeau Kabuki 🎭 🐵 🤡 ☻,14-12-2020 21:24,@CPHO_Canada Key #crushCovid milestone achieved with shutting down &amp; #CoverUp of #PfizerBioNTech      untested No L… https://t.co/H5Sh5wspqs,CPHO_Canada Key crushCovid milestone achieved with shutting down amp CoverUp of PfizerBioNTech untested No L,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,-1,['pfizer']
64,1.33859e+18,Emily Manley,14-12-2020 21:18,#INBOX | @GovParsonMO says shipments of the #PfizerBioNTech vaccine will continue to ship to Missouri’s 21 vaccinat… https://t.co/w5xqB5gbW3,INBOX GovParsonMO says shipments of the PfizerBioNTech vaccine will continue to ship to Missouris 21 vaccinat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
65,1.33859e+18,"4 Luv Of Lambs, Lurchers, Hedgehogs",14-12-2020 21:18,@NYGovCuomo @CMargaronis @pfizer @UPS ?? #PfizerBioNTech are Germany based. ?..lets just hope the small numbers are… https://t.co/WWk28dHogd,NYGovCuomo CMargaronis pfizer UPS PfizerBioNTech are Germany based lets just hope the small numbers are,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,positive,1,['pfizer']
66,1.33859e+18,H24,14-12-2020 21:11,"ICU nurse Sandra Lindsay said she was 'very proud,' after becoming one of the first Americans to receive the Pfizer… https://t.co/5JY1g7whhV",ICU nurse Sandra Lindsay said she was very proud after becoming one of the first Americans to receive the Pfizer,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.5256}",0.5256,positive,1,['pfizer']
67,1.33859e+18,Joanbeam3000,14-12-2020 21:02,"@FarAndWide @erinotoole @MichelleRempel :: Screenshot #2 of that #QP exchange ::

Unfortunately, Hansard does not c… https://t.co/e4IVaggplj",FarAndWide erinotoole MichelleRempel Screenshot 2 of that QP exchange Unfortunately Hansard does not c,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",-0.34,negative,-1,[]
68,1.33859e+18,Susan Kirchdoerffer,14-12-2020 20:53,@MeghanMcCain As a physician currently with covid I cried.  #VaccinesSaveLives #PfizerBioNTech,MeghanMcCain As a physician currently with covid I cried VaccinesSaveLives PfizerBioNTech,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative,-1,['pfizer']
69,1.33859e+18,Joanbeam3000,14-12-2020 20:52,"@dwain_campbell Unfortunately, Hansard does not capture all the aggro finger-pointing and desk-thumping that were/a… https://t.co/RbPKbFgPDE",dwain_campbell Unfortunately Hansard does not capture all the aggro fingerpointing and deskthumping that werea,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}",-0.34,negative,-1,[]
